accuracy,loss,val_accuracy,val_loss,epoch
0.761343240737915,0.6399573087692261,0.7886266112327576,0.5172256231307983,0
0.803896427154541,0.4663007855415344,0.8229613900184631,0.44682878255844116,1
0.8195334672927856,0.4224601089954376,0.8197425007820129,0.4306056499481201,2
0.8195334672927856,0.4069215953350067,0.8218883872032166,0.4036923944950104,3
0.8279927968978882,0.3885010778903961,0.8218883872032166,0.4004064202308655,4
0.825429379940033,0.38587236404418945,0.8068669438362122,0.4101525545120239,5
0.8310689330101013,0.3799738585948944,0.8208154439926147,0.3931888937950134,6
0.8359395265579224,0.3652157187461853,0.8175965547561646,0.39086776971817017,7
0.8349141478538513,0.35885077714920044,0.8154506683349609,0.3918147683143616,8
0.8351704478263855,0.35036978125572205,0.8154506683349609,0.3917110860347748,9
0.8443988561630249,0.34239721298217773,0.8197425007820129,0.39521875977516174,10
0.848756730556488,0.3389398157596588,0.8143776655197144,0.39337730407714844,11
0.8505511283874512,0.33512362837791443,0.8111587762832642,0.40416306257247925,12
0.8536272644996643,0.3199542760848999,0.8165236115455627,0.40032678842544556,13
0.8518328666687012,0.324324369430542,0.8165236115455627,0.4167387783527374,14
0.8574724197387695,0.32458892464637756,0.8175965547561646,0.3937481939792633,15
0.8584977984428406,0.3102135956287384,0.8090128898620605,0.39971551299095154,16
0.8628556728363037,0.30631664395332336,0.8154506683349609,0.39159366488456726,17
